z,n,symbol,radius,unc_r,abundance,abundance_unc,energy_shift,energy,unc_e,ripl_shift,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_md,electric_quadrupole,unc_eq,qbm,unc_qb,qbm_n,unc_qbmn,qa,unc_qa,qec,unc_qec,sn,unc_sn,sp,unc_sp,binding,unc_ba,atomic_mass,unc_am,massexcess,unc_me,Extraction_date
21,17,Sc, ,, ,, ,0, , , , , , , , , ,P, , , , , , , , , , , , , ,-15619,361,-37491,447,-5454,280,17809.503,200,16101,361,-1598,200,7751,5,37995438,215,-4249,200,2022-03-28
21,18,Sc, ,, ,, ,0, , ,(7/2-),300,LT, ,ns,0.0000003, ,P,100, , , , , , , , , , , , ,-16673,202,-33614,301,-5424.7488,24,13109.981,24,17995,202,-596.8061,24,8013.4575,6154,38984784.953,25765,-14172.726,24000,2022-03-28
21,19,Sc, ,, ,, ,0, , ,4-,182.3, ,7,ms,0.1823,0.0007,EC+B+,100, ,ECP,0.44,0.07,ECA,0.017,0.005,1, , , , ,-11529.9139,683023,-31095,200,-5531.0869,28468,14323.049,2828,14421.9445,24,529.6171,28904,8173.6697,707,39977967.275,3036,-20523.353,2828,2022-03-28
21,20,Sc, ,, ,, ,0, , ,7/2-,596.3, ,17,ms,0.5963,0.0017,EC+B+,100, , , , , , , , ,5.4305, ,-0.156, ,-12944.8214,279449,-27720.2393,68,-6267.0746,1217,6495.548,158,16190.3254,28291,1084.9291,746,8369.1979,19,40969251.163,83,-28642.360,77,2022-03-28
21,21,Sc,3.5702,238, ,, ,0, , ,0+,680.79, ,28,ms,0.68079,0.00028,EC+B+,100, , , , , , , ,1, , , , ,-7016.6496,2239,-24494.7824,28,-5745.1591,2486,6426.29,21,11549.9610,1579,4272.0659,687,8444.9303,37,41965516.686,165,-32121.003,154,2022-03-28
21,22,Sc,3.5575,147, ,, ,0, , ,7/2-,3.891, ,12,h,14007.6,43.2,EC+B+,100, , , , , , , , ,4.528, ,-0.27, ,-6872.5591,60147,-19155.1147,18706,-4805.8704,18629,2220.723,1877,12138.4650,18576,4929.8277,18570,8530.8265,433,42961150.425,1999,-36188.150,1863,2022-03-28
21,23,Sc,3.5432,16, ,, ,0, , ,2+,3.97, ,4,h,14292,144,EC+B+,100, , , , , , , , ,2.499, ,0.16, ,-267.4488,18899,-16571.7622,6,-6705.454,17565,3652.695,1786,9699.2031,25512,6696.1334,17408,8557.3805,399,43959402.818,1884,-37816.035,1756,2022-03-28
21,24,Sc,3.5459,25,100, ,,0, , ,7/2-,STABLE, , , , , , , , , , , , , , , ,4.756487, ,-0.22, ,-2062.0551,5086,-11595.0532,9646,-7937.6884,6634,-260.091,757,11327.6044,18737,6892.5626,7228,8618.941,147,44955907.051,712,-41072.321,663,2022-03-28
21,25,Sc,3.5243,89, ,, ,0, , ,4+,83.79, ,4,d,7239456,3456,B-,100, , , , , , , , ,3.03, ,0.119, ,2366.626,6666,-10822.6951,5191,-9164.5284,6797,1377.967,2333,8760.6400,1037,8238.3840,7450,8622.0215,146,45955167.034,720,-41761.643,671,2022-03-28
21,26,Sc, ,, ,, ,0, , ,7/2-,3.3492, ,6,d,289370.88,51.84,B-,100, , , , , , , ,5/2,5.34, ,-0.22, ,600.7694,19292,-8279.8913,19302,-10186.364,19738,-1992.177,2943,10646.5173,20419,8486.2038,12134,8665.0958,411,46952402.444,2072,-44336.842,1931,2022-03-28
21,27,Sc, ,, ,, ,0, , ,6+,43.67, ,9,h,157212,324,B-,100, , , , , , , , , , , , ,3988.8685,49499,-7637.7894,5,-11147.5013,5,-279.215,5,8238.5588,5,9448.3888,5,8656.2097,1031,47952222.903,5313,-44504.083,4950,2022-03-28
21,28,Sc, ,, ,, ,0, , ,7/2-,57.18, ,13,m,3430.8,7.8,B-,100, , , , , , , , , , , , ,2001.5652,22684,-6140.8135,22683,-12371.7195,23269,-5262.444,2275,10129.6819,5,9626.5504,22676,8686.2805,463,48950013.159,2434,-46562.447,2268,2022-03-28
21,29,Sc, ,, ,, ,0, , ,5+,102.5, ,5,s,102.5,0.5,B-,100, , , , , , , , , , , , ,6894.747,25166,-4044.4262,25165,-11548.1068,26181,-4947.89,3,6045.9914,3,10526.0889,25215,8633.4747,503,49952187.437,2700,-44537.120,2515,2022-03-28
21,30,Sc, ,, ,, ,0, , ,(7/2)-,12.4, ,1,s,12.4,0.1,B-,100, ,B-N, , , , , , , , , , ,6482.6122,25612,110.1965,25164,-9963.287,28771,-6918.043,2569,6784.5505,4,10950.0938,3,8597.2213,493,50953568.838,2700,-43250.353,2515,2022-03-28
21,31,Sc, ,, ,, ,0, , ,3(+),8.2, ,2,s,8.2,0.2,B-,100, , , , , , , , , , , , ,8954.1372,41223,1138.0865,3,-10663.9943,3,-6257.288,3,5344.5257,4,11480.2219,3,8534.6695,591,51956496.17,3300,-40523.560,3074,2022-03-28
21,32,Sc, ,, ,, ,0, , ,(7/2-),2.6, ,4,s,2.6,0.4,B-,100, ,B-N, , , , , , , , , , ,8111.8785,179325,2636.8250,18,-11582.9747,18,-9381.848,47,6317.3122,18,11792.2541,18,8492.8325,3339,52958379.173,19000,-38769.555,17698,2022-03-28
21,33,Sc, ,, ,, ,0, , ,(3)+,526, ,15,ms,0.526,0.015,B-,100, ,B-N,16,9, , , , , , , , ,11305.8789,211188,4372.1815,14,-11134.9967,16,-9277.347,50,3739.6970,23,12339.1971,46,8404.8115,2588,53963029.359,15000,-34437.934,13973,2022-03-28
21,34,Sc, ,, ,, ,0, , ,(7/2-),105, ,6,ms,0.105,0.006,B-,100, ,B-N, , , , , , , , , , ,10990.3608,687671,6830.3865,64,-10751.567,64,-12191.733,172,4475.4924,64,12970.4917,79,8333.3694,11347,54966889.637,67000,-30842.108,62411,2022-03-28
21,35,Sc, ,, ,, ,0, , ,(1+),26, ,6,ms,0.026,0.006,B-,100, ,B-N, , , , , , , , , , ,13907.147,2783271,8245.3022,261,-10803.1358,262,-12005.458,360,2745.0587,267,14154.4446,305,8233.5781,46369,55972607.611,278761,-25515.848,259665,2022-03-28
21,36,Sc, ,, ,, ,0, , , ,13, ,4,ms,0.013,0.004,B-,100, ,B-2N, , ,B-N, , , , , , , ,13022.1957,2733249,9972.0247,206,-11508.8464,212,-14819.653,439,3935.1223,316,15158.2332,308,8158.1666,31540,56977048,193000,-21379.653,179778,2022-03-28
21,37,Sc, ,, ,, ,0, , , ,12, ,5,ms,0.012,0.005,B-,100, ,B-N, , , , , , , , , , ,15438.0995,2640509,10850.9613,280,-12754,442,-13949.569,535,2171.2344,262,16209,442,8054.9436,32763,57983382,204000,-15479.569,190025,2022-03-28
21,38,Sc, ,, ,, ,0, , , , , , , , , ,B-,100, ,B-N, , , , , , , , , , ,15050,390,12016.7999,310,-13725,559, ,,3421.2995,314,16588,559,7976.4073,42312,58988374,268000,-10829.550,249640,2022-03-28
21,40,Sc, ,, ,, ,0, , , , , , , , , ,B-,100, ,B-4N, , ,B-3N, , , , , , , ,16870,671,14529,646,-16055,848, ,,3021,781,17789,922,7794,10,61000537,644,500,600,2022-03-28
22,16,Ti, ,, ,, ,0, , , ,120,LT, ,ns,0.00000012, ,2P, , , , , , , , , , , , , , ,, ,,-5945,424,15619.0,361,21871,500,-301,424,7319,8,38012206,322,11370,300,2022-03-28
22,17,Ti, ,, ,, ,0, , ,(3/2+),28.5, ,9,ms,0.0285,0.0009,ECP+EC2P,100, ,EC+B+,100, ,ECP,93.7, ,5/2, , , , ,-20070,447, ,,-5115,283,16672.726,201,16941,361,539,283,7566,5,39002684,215,2500,200,2022-03-28
22,18,Ti, ,, ,, ,0, , ,0+,52.4, ,3,ms,0.0524,0.0003,ECP,100, ,EC+B+,100, , , , , , , , , ,-21463,308,-39635,405,-4967.1884,79,11529.914,68,19565,212,2109.6836,72,7865.8632,17061,39990345.146,73262,-8993.439,68244,2022-03-28
22,19,Ti, ,, ,, ,0, , ,3/2+,81.9, ,5,ms,0.0819,0.0005,EC+B+,100, ,ECP,100, , , , , , , , , ,-16008,202,-36239,301,-4986.3846,28,12944.821,28,14775.4180,74,2463.1571,28,8034.3889,6816,40983148,30000,-15697.539,27945,2022-03-28
22,20,Ti, ,, ,, ,0, , ,0+,208.65, ,80,ms,0.20865,0.0008,EC+B+,100, , , , , , , , , , , , ,-17485,196,-33486,200,-5470.7658,3321,7016.65,31,17478.1327,28,3750.9644,2726,8259.24,64,41973049.369,289,-25104.353,269,2022-03-28
22,21,Ti, ,, ,, ,0, , ,7/2-,509, ,5,ms,0.509,0.005,EC+B+,100, ,ECP, , , , , , ,0.85, , , ,-11399.2333,432287,-29767,196,-4457.8001,6,6872.559,6,12282.5556,6,4483.5590,6,8352.8054,1330,42968528.42,6139,-29315.591,5719,2022-03-28
22,22,Ti,3.6115,51, ,, ,0, , ,0+,59.1, ,3,Y,1865014325.0983872,9467077.7923776,EC,100, , , , , , , , , , , , ,-13740.5071,72986,-27703.5466,43,-5127.1001,7000,267.449,189,16304.3134,6,8649.4073,19899,8533.5215,159,43959689.936,751,-37548.586,700,2022-03-28
22,23,Ti,3.5939,32, ,, ,0, , ,7/2-,184.8, ,5,m,11088,30,EC+B+,100, , , , , , , ,1/2,0.095, ,0.015, ,-7123.8247,2142,-23273.5052,7,-6297.2739,8448,2062.055,1067,9532.9981,10904,8483.2023,19415,8555.7321,186,44958120.758,897,-39010.266,836,2022-03-28
22,24,Ti,3.6070,22,8.25,3, ,0, , ,0+,STABLE, , , , , , , , , , , , , , , , , , , ,-7052.3723,923,-20313.1458,8591,-8005.8918,1736,-2366.626,677,13189.3211,8320,10344.9190,6585,8656.4623,20,45952626.356,97,-44128.269,90,2022-03-28
22,25,Ti,3.5962,19,7.44,2, ,0, , ,5/2-,STABLE, , , , , , , , , , , , , , ,3/2,-1.1, ,-1.3, ,-2930.5422,879,-15933.0330,1191,-8953.6551,2408,-600.77,193,8880.6607,635,10464.9397,6691,8661.2325,17,46951757.491,85,-44937.612,80,2022-03-28
22,26,Ti,3.5921,17,73.72,3, ,0, , ,0+,STABLE, , , , , , , , , , , , , , , , , , , ,-4014.9467,9691,-14557.2001,838,-9449.1378,3327,-3988.869,5,11626.6579,319,11445.0803,19294,8723.0122,16,47947940.677,79,-48492.952,74,2022-03-28
22,27,Ti,3.5733,21,5.41,2, ,0, , ,7/2-,STABLE, , , , , , , , , , , , , , ,5/2,-1.10417, ,0.247, ,-601.8555,8203,-12157.3253,9694,-10176.6978,3732,-2001.565,2269,8142.3786,235,11348.9001,5,8711.1625,16,48947864.391,84,-48564.012,78,2022-03-28
22,28,Ti,3.5704,22,5.18,2, ,0, , ,0+,STABLE, , , , , , , , , , , , , , , , , , , ,-2208.6274,579,-11541.0287,8209,-10717.1735,22328,-6894.747,2516,10939.1732,311,12158.3913,22685,8755.7227,17,49944785.622,88,-51431.867,82,2022-03-28
22,29,Ti, ,, ,, ,0, , ,3/2-,5.76, ,1,m,345.6,0.6,B-,100, , , , , , , , , , , , ,2470.1402,4820,-8581.0431,4810,-9813.2154,22705,-6482.612,2561,6372.4157,4776,12484.8157,25614,8708.9912,95,50946609.468,519,-49732.965,484,2022-03-28
22,30,Ti, ,, ,, ,0, , ,0+,1.7, ,1,m,102,6,B-,100, , , , , , , , , , , , ,1965.334,27510,-5345.9104,27481,-7677.7458,27468,-8954.138,4,7816.0507,27887,13516.3159,4,8691.8193,528,51946883.509,2948,-49477.698,2747,2022-03-28
22,31,Ti, ,, ,, ,0, , ,(3/2)-,32.7, ,9,s,32.7,0.9,B-,100, , , , , , , , , , , , ,4970.2419,42386,-3509.7194,28920,-8006.3463,28931,-8111.878,18,5475.0535,4,13646.8437,4,8631.1256,545,52949670.714,3100,-46881.433,2888,2022-03-28
22,32,Ti, ,, ,, ,0, , ,0+,2.1, ,10,s,2.1,1,B-,100, , , , , , , , , , , , ,4154.4548,193840,-1963.4555,16,-8579.4981,16,-11305.878,21,6933.6974,16,14263.2289,24,8599.6917,2932,53950892,17000,-45743.812,15835,2022-03-28
22,33,Ti, ,, ,, ,0, , ,(1/2)-,1.3, ,1,s,1.3,0.1,B-,100, , , , , , , , , , , , ,7292.6673,395419,-5.5195,31,-7925.0749,29,-10990.361,69,4159.9743,33,14683.5062,32,8518.9696,5250,54955091,31000,-41832.469,28876,2022-03-28
22,34,Ti, ,, ,, ,0, , ,0+,0.200, ,5,s,0.2,0.005,B-,100, ,B-N, , , , , , , , , , ,6760.4051,1881842,1630.8225,104,-7581.6397,100,-13907.147,278,5661.8448,104,15869.8586,118,8467.9495,17893,55957677.675,107569,-39422.995,100201,2022-03-28
22,35,Ti, ,, ,, ,0, , ,(5/2-),98, ,5,ms,0.098,0.005,B-,100, ,B-N, , , , , , , , , , ,10033.2148,2226466,3710.2341,271,-7439.0568,210,-13022.195,273,3050.1710,229,16174.9710,331,8372.9008,36119,56963068.098,221020,-34401.848,205879,2022-03-28
22,36,Ti, ,, ,, ,0, , ,0+,58, ,9,ms,0.058,0.009,B-,100, ,B-N, , , , , , , , , , ,9512.9152,2068675,5446.0767,202,-8181.9971,190,-15438.099,264,4587.1382,276,16826.9869,257,8307.629,31610,57966808.519,196823,-30917.668,183340,2022-03-28
22,37,Ti, ,, ,, ,0, , ,(5/2-),28.5, ,25,ms,0.0285,0.0025,B-,100, , , , , , , , , , , , ,11731,330,6480,315,-9654,340,-15050.45,390,3033,352,17689,355,8218,5,58972217,322,-25880,300,2022-03-28
22,38,Ti, ,, ,, ,0, , ,0+,22, ,2,ms,0.022,0.002,B-,100, ,B-2N, , ,B-N, , , , , , , ,10987.704,3014311,7439.6014,277,-11014.223,347,-17549.698,555,4291,384,18559.1182,347,8152.7858,40054,59976275,258000,-22099.698,240325,2022-03-28
22,39,TI, ,, ,, ,0, , ,(1/2-),15, ,4,ms,0.015,0.004,B-,100, ,B-2N, , ,B-N, , , , , , , ,13807,381,8646,351,-12235,500,-16870.0,671,2342,384,19109,583,8058,5,60982426,322,-16370,300,2022-03-28
22,40,TI, ,, ,, ,0, , ,0+,620,GT, ,ns,0.00000062, ,B-N, , ,B-, , , , , , , , , , ,13013,479,9906,464,-13094,640, ,,3901,500,19989,721,7990,6,61986903,429,-12200,400,2022-03-28
22,41,TI, ,, ,, ,0, , , ,360,GT, ,ns,0.00000036, ,B-N, , ,B-, , , , , , , , , , ,15880,605,11282,566,-14095,781, ,,1732,640,20459,781,7891,8,62993709,537,-5860,500,2022-03-28
22,42,Ti, ,, ,, ,0, , ,0+,620,GT, ,ns,0.00000062, ,B-2N, , ,B-N, , ,B-, , , , , , , ,14840,721,12189,690,-14905,922, ,,3691,781,21839,922,7826,9,63998411,644,-1480,600,2022-03-28
23,19,V, ,, ,, ,0, , , ,55,LT, ,ns,0.000000055, ,P, , , , , , , , , , , , , ,-14679,358,-36101,445,-5795,280,17484.353,196,16001,280,-789,198,7824,5,41991820,210,-7620,196,2022-03-28
23,20,V, ,, ,, ,0, , , ,79.3, ,24,ms,0.0793,0.0024,EC+B+,100, ,ECP, , , , , , , , , , ,-15946,205,-33047,303,-6168.5473,49,11399.233,43,18368,200,100.9753,43,8069.5129,9965,42980766,46000,-17916.358,42849,2022-03-28
23,21,V, ,, ,, ,0, , ,(2)+,111, ,7,ms,0.111,0.007,EC+B+,100, ,ECA, , , , , , , , , , ,-10386.1805,517447,-29909,200,-5709.6423,8,13740.507,7,13963.0395,43,1781.4593,9,8203.4567,1651,43974440.977,7799,-23808.079,7265,2022-03-28
23,22,V, ,, ,, ,0, , ,7/2-,547, ,6,ms,0.547,0.006,EC+B+,100, , , , , , , , , , , , ,-12371.64,354073,-26535.8610,51,-5668.9974,8662,7123.825,1202,16149.6805,7,1626.8264,11113,8380.0394,192,44965768.498,926,-31886.441,863,2022-03-28
23,23,V, ,, ,, ,0, , ,0+,422.50, ,11,ms,0.4225,0.00011,EC+B+,100, , , , , , , , , , , , ,-7604.3264,114538,-25632.4135,35,-7379.8098,2036,7052.372,161,13260.7735,8642,5354.6018,8372,8486.1423,29,45960197.389,143,-37075.897,134,2022-03-28
23,24,V, ,, ,, ,0, , ,3/2-,32.6, ,3,m,1956,18,EC+B+,100, , , , , , , , , , , , ,-7443.9769,51976,-20606.8172,11,-8243.8356,18661,2930.542,136,13002.4908,1056,5167.7715,669,8582.2348,24,46954903.558,118,-42007.070,110,2022-03-28
23,25,V, ,, ,, ,0, , ,4+,15.9735, ,25,d,1380110.4,216,EC+B+,100, , , , , , , , ,2.012, , , ,-1656.6918,73746,-17986.2303,5,-9086.8859,20066,4014.947,975,10542.2534,9713,6829.3642,9698,8623.0686,202,47952250.9,1043,-44478.005,972,2022-03-28
23,26,V, ,, ,, ,0, , ,7/2-,330, ,15,d,28512000,1296000,EC,100, , , , , , , ,3/2,4.47, , , ,-2629.8047,23487,-13212.1616,7,-9314.7513,10534,601.855,828,11555.4698,12699,6758.1761,8207,8682.9135,168,48948510.509,884,-47962.157,824,2022-03-28
23,27,V, ,,0.250,10, ,0, , ,6+,2.65E+17, ,+16-18,Y,8.36258538326688e24,5.36467741568064e23,EC+B+,99.3,0.7,B-,0.7,0.7, , , , ,3.3456889, ,0.21, ,1038.124,551,-11962.2061,22007,-9886.5127,6706,2208.627,124,9332.4013,8223,7948.1988,567,8695.9032,19,49947156.681,99,-49223.240,93,2022-03-28
23,28,V,3.6002,22,99.750,10, ,0, , ,7/2-,STABLE, , , , , , , , , , , , , , , , , ,-0.043, ,-752.3907,1494,-10013.0593,711,-10291.1787,19303,-2470.14,49,11051.1834,609,8060.2090,658,8742.0852,19,50943957.664,104,-52203.105,97,2022-03-28
23,29,V, ,, ,, ,0, , ,3+,3.743, ,5,m,224.58,0.3,B-,100, , , , , , , , , , , , ,3976.4763,1601,-8063.6352,1953,-9363.8644,5,-1965.334,2752,7311.2445,1258,8999.0377,4982,8714.569,31,51944773.636,170,-51443.032,159,2022-03-28
23,30,V, ,, ,, ,0, , ,7/2-,1.543, ,14,m,92.58,0.84,B-,100, , , , , , , , , , , , ,3435.9426,31017,-4503.4851,3,-7714.1438,4,-4970.242,4,8479.9613,3,9662.9484,4,8710.1425,585,52944334.94,3331,-51851.675,3103,2022-03-28
23,31,V, ,, ,, ,0, , ,3+,49.8, ,5,s,49.8,0.5,B-,100, , , , , , , , , , , , ,7037.1118,111794,-2681.9677,11,-7786.0627,11,-4154.455,19,6117.9103,12,10305.8052,12,8662.1382,2070,53946432.009,12001,-49898.267,11180,2022-03-28
23,32,V, ,, ,, ,0, , ,(7/2-),6.54, ,15,s,6.54,0.15,B-,100, , , , , , , , , , , , ,5985.1877,270143,-261.0750,27,-8299.699,27,-7292.667,40,7298.1868,29,10670.2947,31,8637.3391,4912,54947262,29000,-49125.136,27013,2022-03-28
23,33,V, ,, ,, ,0, , ,1+,0.216, ,4,s,0.216,0.004,B-,100, ,B-N, , , , , , , , , , ,9101.727,1758854,855.6051,176,-8084.756,176,-6760.406,202,5129.5826,178,11639.9029,178,8574.7006,31408,55950420.082,188819,-46183.401,175884,2022-03-28
23,34,V, ,, ,, ,0, , ,(7/2-),0.32, ,3,s,0.32,0.03,B-,100, ,B-N, , , , , , , , , , ,8089.9214,847864,2778.7463,85,-8090.4245,87,-10033.215,223,6322.9807,195,12301.0388,131,8535.1967,14871,56952297,91000,-44435.063,84766,2022-03-28
23,35,V, ,, ,, ,0, , ,(1+),191, ,10,ms,0.191,0.01,B-,100, ,B-N, , , , , , , , , , ,11561.224,958625,4023.0830,96,-8417.566,97,-9512.916,207,4066.8385,128,13317.7063,227,8458.156,16520,57956595.985,102862,-40430.584,95816,2022-03-28
23,36,V, ,, ,, ,0, , ,(5/2- 3/2-),97, ,2,ms,0.097,0.002,B-,100, ,B-N,0.03, , , , , , , , , ,10505.3137,1374021,6309.8725,137,-9193.4251,151,-11730.617,330,5251.3515,168,13981.9196,229,8403.8034,23288,58959623.343,147505,-37610.617,137400,2022-03-28
23,37,V, ,, ,,X,0, ,0, ,122, ,18,ms,0.122,0.018,B-,100, ,B-2N, , ,B-N, , , , , , , ,13821.0986,1819496,6957.2111,182,-9996.469,317,-10987.704,301,3548.1026,228,14497,351,8322.8751,30324,59964479.215,195327,-33087.402,181946,2022-03-28
23,38,V, ,, ,, ,0, , ,(3/2- 5/2-),48.3, ,10,ms,0.0483,0.001,B-,100, ,B-N,10, ,B-2N, , , , , , , ,12319.3807,2349272,8660.0609,235,-11222.3845,296,-13807.121,381,5161.0378,297,15366.3948,336,8271.0417,38511,60967603.529,252196,-30177.121,234920,2022-03-28
23,39,V, ,, ,, ,0, , , ,33.6, ,23,ms,0.0336,0.0023,B-,100, ,B-N, , , , , , , , , , ,15639.4478,2643094,9212.0204,264,-12158.5104,326,-13013.164,479,3107.3603,354,16132,400,8187.7565,42627,61972932.556,283723,-25213.164,264287,2022-03-28
23,40,V, ,, ,, ,0, , ,7/2-,17, ,3,ms,0.017,0.003,B-,100, ,B-N,35, , , , , , , , , ,14438.1586,3476720,11041.1524,340,-13335.5063,422,-15880.141,605,4598.2954,431,16829,525,8130.7809,53968,62976661,365000,-21740.141,339995,2022-03-28
23,41,V, ,, ,, ,0, , ,(LE2),15, ,2,ms,0.015,0.002,B-,100, ,B-N, , , , , , , , , , ,17320,500,11787,406,-14194,640,-14840.0,721,2651,525,17749,640,8045,6,63982480,429,-16320,400,2022-03-28
23,42,V, ,, ,, ,0, , , ,360,GT, ,ns,0.00000036, ,B-,100, ,B-N, , , , , , , , , , ,16200,539,13458,583,-15035,781, ,,3862,640,17919,781,7981,8,64986999,537,-12110,500,2022-03-28
23,43,V, ,, ,, ,0, , , ,360,GT, ,ns,0.00000036, ,B-N, , ,B-, , , , , , , , , , ,18840,583,13939,539,-16035,781, ,,2261,707,18799,860,7894,8,65993237,537,-6300,500,2022-03-28
23,44,V, ,, ,, ,0, , , ,620,GT, ,ns,0.00000062, ,B-2N, , ,B-N, , ,B-, , , , , , , ,17526,721,15325,671,-17238,922, ,,3515,781, ,,7829,9,66998128,644,-1744,600,2022-03-28
24,18,Cr, ,, ,, ,0, , ,0+,13.3, ,10,ms,0.0133,0.001,EC+B+,100, ,ECP,94.4,5, , , , , , , , , ,, ,,-6735,424,14680.0,358,21421,500,539,361,7456,7,42007579,322,7060,300,2022-03-28
24,19,Cr, ,, ,, ,0, , ,(3/2+),21.2, ,7,ms,0.0212,0.0007,EC+B+,100, ,ECP,79.3,3,EC2P,11.6,1, , , , , ,-19340,447, ,,-6895,283,15946.358,205,17101,361,1639,280,7680,5,42997885,215,-1970,200,2022-03-28
24,20,Cr, ,, ,, ,0, , ,0+,42.8, ,6,ms,0.0428,0.0006,EC+B+,100, ,ECP,7,3, , , , , , , , ,-20882,304,-38863,403,-6853.3757,85,10386.18,52,19523,207,2794.5120,67,7949.6265,11644,43985591,55000,-13421.899,51232,2022-03-28
24,21,Cr, ,, ,, ,0, , ,(7/2-),60.9, ,4,ms,0.0609,0.0004,B+,100, ,B+P,34.4,0.8, , , ,3/2, , , , ,-14535,302,-35046,302,-6242.1787,45,12371.64,35,14164.2210,62,2995.6935,36,8087.7286,7866,44979050,38000,-19514.801,35397,2022-03-28
24,22,Cr, ,, ,, ,0, , ,0+,0.26, ,6,s,0.26,0.06,EC+B+,100, , , , , , , , , , , , ,-17053.8226,873828,-32563,300,-6792.1331,11,7604.327,11,18028.0871,37,4874.1001,11,8303.8233,2490,45968360.969,12295,-29471.570,11453,2022-03-28
24,23,Cr, ,, ,, ,0, , ,3/2-,500, ,15,ms,0.5,0.015,EC+B+,100, , , , , , , , , , , , ,-11996.7167,320943,-30216.6630,87,-7672.4178,8,7443.977,5,13162.8404,13,4776.1669,5,8407.2067,1106,46962894.995,5578,-34563.093,5197,2022-03-28
24,24,Cr, ,, ,, ,0, , ,0+,21.56, ,3,h,77616,108,EC+B+,100, , , , , , , , , , , , ,-13524.6692,99157,-28326.2551,33,-7697.6429,7,1656.692,7,16329.5384,9,8103.2146,7,8572.2553,1523,47954029.431,7848,-42821.313,7311,2022-03-28
24,25,Cr, ,, ,, ,0, , ,5/2-,42.3, ,1,m,2538,6,EC+B+,100, , , , , , , ,1/2,0.476, , , ,-7712.4265,2329,-24107.0261,7,-8747.0017,23532,2629.805,2351,10582.3569,8,8143.3181,24046,8613.2777,449,48951333.72,2363,-45332.352,2202,2022-03-28
24,26,Cr,3.6588,65,4.345,13, ,0, , ,0+,1.3E+18,GT, ,Y,4.10240037669696e25, ,2EC, , , , , , , , ,1, , , , ,-7634.4776,672,-20712.7566,22123,-8558.0106,779,-1038.124,132,13000.3301,22000,9588.1783,8224,8701.0188,19,49946042.209,100,-50261.364,94,2022-03-28
24,27,Cr, ,, ,, ,0, , ,7/2-,27.704, ,4,d,2393625.6,345.6,EC,100, , , , , , , , , , , , ,-3207.4893,3256,-16895.1462,1623,-8938.0185,1534,752.39,19,9260.6686,1477,9516.4456,1510,8711.9923,33,50944765.388,178,-51450.715,167,2022-03-28
24,28,Cr,3.6452,42,83.789,18, ,0, , ,0+,STABLE, , , , , , , , , , , , , , , , , , , ,-4708.1214,633,-15247.6007,3050,-9351.4721,793,-3976.476,194,12040.1115,1697,10505.3737,990,8775.9946,22,51940504.714,120,-55419.508,112,2022-03-28
24,29,Cr,3.6511,75,9.501,17, ,0, , ,3/2-,STABLE, , , , , , , , , , , , , , , ,-0.47454, ,-0.15, ,-597.2679,3430,-12647.5491,1155,-9148.5212,871,-3435.943,3,7939.4277,966,11133.5569,1624,8760.2103,22,52940646.304,124,-55287.618,116,2022-03-28
24,30,Cr,3.6885,74,2.365,7, ,0, , ,0+,STABLE, , , , , , , , , , , , , , , , , , , ,-1377.1325,10051,-10316.3474,3498,-7928.4276,1104,-7037.112,11,9719.0796,1013,12372.6752,3,8777.9672,25,53938877.359,142,-56935.379,132,2022-03-28
24,31,Cr, ,, ,, ,0, , ,3/2-,3.497, ,3,m,209.82,0.18,B-,100, , , , , , , , , , , , ,2602.2183,3219,-7623.3952,10222,-7802.2745,5242,-5985.188,27,6246.2627,1859,12501.0275,11,8731.9362,42,54940836.637,245,-55110.324,228,2022-03-28
24,32,Cr, ,, ,, ,0, , ,0+,5.94, ,10,m,356.4,6,B-,100, , , , , , , , , , , , ,1626.5384,5524,-5643.9036,5358,-8232.3457,28067,-9101.727,176,8246.1219,6099,13448.9626,27,8723.2609,103,55940648.977,620,-55285.128,578,2022-03-28
24,33,Cr, ,, ,, ,0, , ,(3/2)-,21.1, ,10,s,21.1,1,B-,100, , , , , , , , , , , , ,4961.2946,23948,-3684.6368,18859,-8068.4674,3,-8089.922,85,5311.1752,19506,13630.5551,176,8663.3998,327,56943612.112,2000,-52524.985,1863,2022-03-28
24,34,Cr, ,, ,, ,0, , ,0+,7.0, ,3,s,7,0.3,B-,100, , , , , , , , , , , , ,3835.7607,40227,-2576.8464,3,-8672.9111,16,-11561.224,96,7538.1410,4,14845.7155,85,8643.9987,514,57944184.501,3200,-51991.808,2981,2022-03-28
24,35,Cr, ,, ,, ,0, , ,(1/2-),0.74, ,28,s,0.74,0.28,B-,100, , , , , , , , , , , , ,7409.3977,24234,-359.6806,27834,-8708.378,29,-10505.314,137,4195.4413,3,14974.3182,96,8568.5995,114,58948345.426,720,-48115.931,671,2022-03-28
24,36,Cr, ,, ,, ,0, , ,0+,0.49, ,1,s,0.49,0.01,B-,100, ,B-N, , , , , , , , , , ,6059.4457,25831,545.5102,25831,-9910.4207,100,-13821.098,182,6863.8875,13036,16586.8543,137,8540.1876,186,59949641.656,1200,-46908.500,1118,2022-03-28
