z,n,symbol,radius,unc_r,abundance,abundance_unc,energy_shift,energy,unc_e,ripl_shift,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_md,electric_quadrupole,unc_eq,qbm,unc_qb,qbm_n,unc_qbmn,qa,unc_qa,qec,unc_qec,sn,unc_sn,sp,unc_sp,binding,unc_ba,atomic_mass,unc_am,massexcess,unc_me,Extraction_date
57,67,La, ,, ,,V,0, ,100, ,21, ,4,s,21,4,EC+B+,100, , , , , , , , , , , , ,-5343,303,-18044,303,1205.1156,58,8831.169,58,9679,204,1892.6250,58,8278.2926,4570,123924574.275,60836,-70258.617,56669,2022-03-28
57,68,La, ,, ,, ,0, , ,(3/2+),64.8, ,12,s,64.8,1.2,EC+B+,100, , , , , , , , , , , , ,-7102,197,-16915,299,917.9334,30,5909.484,28,11572.1933,62,1958.6778,29,8304.6438,2080,124920815.931,27909,-73759.492,25997,2022-03-28
57,69,La, ,, ,,X,0, ,0,(5+),54, ,2,s,54,2,EC+B+,0, , , , , , , , , , , , ,-4152.9106,947235,-16387,216,746.3771,97,7696.437,91,9285.3014,94,2593.4708,91,8312.4268,7183,125919512.667,97163,-74973.476,90508,2022-03-28
57,70,La, ,, ,, ,0, , ,(11/2-),5.1, ,1,m,306,6,EC+B+,100, , , , , , , , , , , , ,-5916.7727,388567,-15146.8694,38,722.6242,29,4921.839,28,10993.9588,94,2515.1743,29,8333.5412,2047,126916375.083,27912,-77896.116,26000,2022-03-28
57,71,La, ,, ,, ,0, , ,(5+),5.18, ,14,m,310.8,8.4,EC,100, , , , , , , , , , , , ,-3091.5136,612003,-14717.4132,62,690.7057,55,6743.717,54,8800.6405,60,3096.4549,56,8337.1904,4254,127915592.123,58452,-78625.439,54448,2022-03-28
57,72,La, ,, ,, ,0, , ,(3/2+),11.6, ,2,m,696,12,EC+B+,100, , , , , , , , , , , , ,-5036.037,351633,-13860.9338,35,341.2854,23,3737.325,24,10769.4202,58,3243.3565,21,8356.0449,1655,128912695.592,22913,-81323.541,21343,2022-03-28
57,73,La, ,, ,, ,0, , ,3(+),8.7, ,1,m,522,6,EC+B+,100, , , , , , , , , , , , ,-2204.4611,381328,-13411.1883,38,298.3928,28,5629.402,26,8375.1513,34,3855.4796,28,8356.1919,1996,129912369.413,27854,-81627.374,25946,2022-03-28
57,74,La, ,, ,, ,0, , ,3/2+,59, ,2,m,3540,120,EC+B+,100, , , , , , , , , , , , ,-4060.8167,430918,-12417.6695,40,45.8464,28,2909.693,28,10213.2084,38,3801.4593,28,8370.3676,2133,130910070,30000,-83769.265,27945,2022-03-28
57,75,La, ,, ,, ,0, , ,2-,4.8, ,2,h,17280,720,EC+B+,100, , , , , , , , , , , , ,-1254.8898,417025,-12086.4476,49,-216.7208,37,4711.325,36,8025.6309,46,4333.5903,36,8367.7559,2754,131910119.047,39032,-83723.578,36359,2022-03-28
57,76,La, ,, ,, ,0, , ,5/2+,3.912, ,8,h,14083.2,28.8,EC+B+,100, , , , , , , , , , , , ,-3076.1685,323786,-11097.0221,35,-420.2576,28,2059.12,28,9842.1323,46,4348.4597,28,8378.8415,2101,132908218,30000,-85494.392,27945,2022-03-28
57,77,La, ,, ,, ,0, , ,1+,6.45, ,16,m,387,9.6,EC+B+,100, , , , , , , , , , , , ,-385.7605,285098,-10871.7536,26,-743.8201,22,3731.343,20,7795.5851,34,4954.1178,20,8374.4888,1487,133908514.011,21395,-85218.659,19930,2022-03-28
